X,y
6.938775510204081,2.9168624740020253
1.4285714285714286,-0.2234389266789851
0.8163265306122449,-1.2739938859905395
3.0612244897959187,1.617096267648406
8.775510204081632,3.0223556649153194
3.0612244897959187,0.8538096069294907
5.510204081632653,1.6583548981041567
5.3061224489795915,1.7848258306228493
3.0612244897959187,0.14501912107158588
6.122448979591837,4.2481278418429955
0.0,-2.5445241539345966
8.571428571428571,4.522824178899157
9.795918367346939,5.523171151642338
5.3061224489795915,1.745230267182627
4.081632653061225,0.30416450430724473
6.530612244897959,3.3343476896370925
4.6938775510204085,2.2300163920400418
6.326530612244898,2.3351534874540385
9.795918367346939,4.891383430011867
2.4489795918367347,0.8709076586517893
1.4285714285714286,-0.08586281504735754
8.775510204081632,4.53582621795514
3.673469387755102,0.4888040609513868
3.2653061224489797,-1.1611300436836682
2.0408163265306123,-1.8456781135845763
6.122448979591837,1.6655395804724265
5.918367346938775,0.686731735249483
8.36734693877551,1.9653618116600373
10.0,2.7319868353460794
7.346938775510204,1.7721897136763274
0.40816326530612246,-1.7112752446994501
2.6530612244897958,-0.1414519350069644
5.3061224489795915,0.7504641398933207
9.387755102040817,5.251031137795421
8.16326530612245,2.342699043927798
8.16326530612245,2.9243672931142726
3.0612244897959187,-0.4143893674579381
2.857142857142857,0.2717893504598137
7.959183673469388,3.3367419333831716
0.40816326530612246,0.6912879323613161
6.530612244897959,3.349291281680962
7.142857142857143,3.7767548472308015
3.0612244897959187,0.8028605167221379
3.4693877551020407,2.155333726444515
6.530612244897959,2.1769578951204647
9.591836734693878,5.458931483461364
6.530612244897959,3.353269932646609
2.0408163265306123,-0.7835372624585295
7.142857142857143,4.725703477660005
3.4693877551020407,-0.4830832228528439
7.755102040816327,3.0218297607341795
7.346938775510204,2.5532507635269863
2.2448979591836737,-2.48917229147324
5.918367346938775,2.447818341114234
2.6530612244897958,0.2239650018655652
0.20408163265306123,-1.5031510690719445
4.4897959183673475,1.631326601258341
9.795918367346939,2.6041346070926394
6.530612244897959,3.6231182480685558
9.795918367346939,3.9339673585390806
0.0,-1.486957572457267
4.4897959183673475,2.0351049902818352
2.857142857142857,1.2825092602327963
5.3061224489795915,3.119378575487925
0.0,-1.1917230448013816
4.6938775510204085,1.349053633595217
5.3061224489795915,2.8794177461996613
8.36734693877551,4.248765469056853
3.4693877551020407,-0.4470139482311033
3.8775510204081636,2.597287194169604
9.795918367346939,4.219419865644604
7.346938775510204,4.3508316495773816
3.4693877551020407,1.6098907954713324
6.122448979591837,1.1965075687383384
7.959183673469388,3.1533842501529934
2.6530612244897958,1.3428835967556005
6.122448979591837,2.6260263117924554
0.40816326530612246,-1.5174929820265195
